checkpoint,condition,train_seed,eval_seed,eval_policy,ablation,history_intervention,sender_remap,cross_play,receiver_id,sender_id,summary,recv_pattern,any_token,sender_token,fhat_bin,n_obs,p_cooperate,checkpoint_episode,suite_kind,observability_mode,public_signal_sigma
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_1:0|agent_3:0,,,fhat>=4.5,1353,1.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_1:0|agent_3:1,,,1.5<=fhat<2.5,743,0.4414535666218035,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_1:0|agent_3:1,,,2.5<=fhat<3.5,789,0.9645120405576679,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_1:0|agent_3:1,,,3.5<=fhat<4.5,217,1.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_1:0|agent_3:1,,,fhat<1.5,179,0.24022346368715083,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_1:0|agent_3:1,,,fhat>=4.5,257,1.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_1:1|agent_2:0,,,1.5<=fhat<2.5,1848,0.32792207792207795,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_1:1|agent_2:0,,,2.5<=fhat<3.5,1702,0.8695652173913043,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_1:1|agent_2:0,,,3.5<=fhat<4.5,977,1.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_1:1|agent_2:0,,,fhat<1.5,963,0.0010384215991692627,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_1:1|agent_2:0,,,fhat>=4.5,1157,1.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_1:1|agent_2:1,,,1.5<=fhat<2.5,876,0.05707762557077625,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_1:1|agent_2:1,,,2.5<=fhat<3.5,1307,0.7574598316755929,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_1:1|agent_2:1,,,3.5<=fhat<4.5,904,1.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_1:1|agent_2:1,,,fhat<1.5,1076,0.0027881040892193307,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_1:1|agent_2:1,,,fhat>=4.5,211,1.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_1:1|agent_3:0,,,1.5<=fhat<2.5,1806,0.06423034330011074,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_1:1|agent_3:0,,,2.5<=fhat<3.5,1348,0.9020771513353115,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_1:1|agent_3:0,,,3.5<=fhat<4.5,838,1.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_1:1|agent_3:0,,,fhat<1.5,1882,0.003188097768331562,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_1:1|agent_3:0,,,fhat>=4.5,698,1.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_1:1|agent_3:1,,,1.5<=fhat<2.5,907,0.22160970231532526,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_1:1|agent_3:1,,,2.5<=fhat<3.5,1702,0.9153936545240893,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_1:1|agent_3:1,,,3.5<=fhat<4.5,1021,1.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_1:1|agent_3:1,,,fhat<1.5,146,0.0273972602739726,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_1:1|agent_3:1,,,fhat>=4.5,673,1.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_2:0|agent_3:0,,,1.5<=fhat<2.5,2327,0.07262569832402235,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_2:0|agent_3:0,,,2.5<=fhat<3.5,1542,0.7619974059662775,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_2:0|agent_3:0,,,3.5<=fhat<4.5,565,1.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_2:0|agent_3:0,,,fhat<1.5,1353,0.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_2:0|agent_3:0,,,fhat>=4.5,986,1.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_2:0|agent_3:1,,,1.5<=fhat<2.5,999,0.44644644644644643,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_2:0|agent_3:1,,,2.5<=fhat<3.5,1402,0.9893009985734664,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_2:0|agent_3:1,,,3.5<=fhat<4.5,734,1.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_2:0|agent_3:1,,,fhat<1.5,123,0.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_2:0|agent_3:1,,,fhat>=4.5,732,1.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_2:1|agent_3:0,,,1.5<=fhat<2.5,1044,0.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_2:1|agent_3:0,,,2.5<=fhat<3.5,918,0.05010893246187364,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_2:1|agent_3:0,,,3.5<=fhat<4.5,914,0.9814004376367614,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_2:1|agent_3:0,,,fhat<1.5,1685,0.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_2:1|agent_3:0,,,fhat>=4.5,1024,1.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_2:1|agent_3:1,,,1.5<=fhat<2.5,662,0.6132930513595166,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_2:1|agent_3:1,,,2.5<=fhat<3.5,1036,0.9855212355212355,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_2:1|agent_3:1,,,3.5<=fhat<4.5,532,1.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_2:1|agent_3:1,,,fhat<1.5,201,0.004975124378109453,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:0|agent_2:1|agent_3:1,,,fhat>=4.5,213,1.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:1|agent_1:0|agent_2:0,,,1.5<=fhat<2.5,181,0.2154696132596685,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:1|agent_1:0|agent_2:0,,,2.5<=fhat<3.5,150,0.8866666666666667,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:1|agent_1:0|agent_2:0,,,3.5<=fhat<4.5,145,1.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:1|agent_1:0|agent_2:0,,,fhat<1.5,282,0.03546099290780142,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:1|agent_1:0|agent_2:0,,,fhat>=4.5,52,1.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:1|agent_1:0|agent_2:1,,,1.5<=fhat<2.5,212,0.11320754716981132,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:1|agent_1:0|agent_2:1,,,2.5<=fhat<3.5,113,0.8938053097345132,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:1|agent_1:0|agent_2:1,,,3.5<=fhat<4.5,106,1.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:1|agent_1:0|agent_2:1,,,fhat<1.5,1731,0.0017331022530329288,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:1|agent_1:0|agent_2:1,,,fhat>=4.5,124,1.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:1|agent_1:0|agent_3:0,,,1.5<=fhat<2.5,326,0.06134969325153374,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:1|agent_1:0|agent_3:0,,,2.5<=fhat<3.5,190,0.9473684210526315,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:1|agent_1:0|agent_3:0,,,3.5<=fhat<4.5,159,1.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:1|agent_1:0|agent_3:0,,,fhat<1.5,1856,0.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:1|agent_1:0|agent_3:0,,,fhat>=4.5,164,1.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:1|agent_1:0|agent_3:1,,,1.5<=fhat<2.5,68,0.8382352941176471,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:1|agent_1:0|agent_3:1,,,2.5<=fhat<3.5,87,1.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:1|agent_1:0|agent_3:1,,,3.5<=fhat<4.5,62,1.0,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:1|agent_1:0|agent_3:1,,,fhat<1.5,163,0.03680981595092025,150000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101.pt,cond1,101,9001,greedy,none,none,none,none,all_agents,,p_coop_given_recv_pattern_fhat,agent_0:1|agent_1:0|agent_3:1,,,fhat>=4.5,21,1.0,150000,comm,private,
