checkpoint,condition,train_seed,eval_seed,eval_policy,ablation,history_intervention,sender_remap,cross_play,sender_id,summary,fhat_bin,action,n_obs,p_message_1,checkpoint_episode,suite_kind,observability_mode,public_signal_sigma
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101_ep50000.pt,cond1,101,9001,greedy,none,none,none,none,agent_3,p_msg1_given_fhat,fhat>=4.5,,5102,0.9727557820462563,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101_ep50000.pt,cond1,101,9001,greedy,none,none,none,none,agent_0,p_msg1_given_action,,0,21264,0.6729213694507148,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101_ep50000.pt,cond1,101,9001,greedy,none,none,none,none,agent_0,p_msg1_given_action,,1,8736,0.9540979853479854,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101_ep50000.pt,cond1,101,9001,greedy,none,none,none,none,agent_1,p_msg1_given_action,,0,20900,0.507177033492823,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101_ep50000.pt,cond1,101,9001,greedy,none,none,none,none,agent_1,p_msg1_given_action,,1,9100,0.7668131868131868,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101_ep50000.pt,cond1,101,9001,greedy,none,none,none,none,agent_2,p_msg1_given_action,,0,26457,0.4709906640964584,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101_ep50000.pt,cond1,101,9001,greedy,none,none,none,none,agent_2,p_msg1_given_action,,1,3543,0.8190798758114592,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101_ep50000.pt,cond1,101,9001,greedy,none,none,none,none,agent_3,p_msg1_given_action,,0,23452,0.6169196657001536,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed101_ep50000.pt,cond1,101,9001,greedy,none,none,none,none,agent_3,p_msg1_given_action,,1,6548,0.9057727550397068,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1111_ep50000.pt,cond1,1111,9001,greedy,none,none,none,none,agent_0,p_msg1_given_fhat,1.5<=fhat<2.5,,6008,0.39663781624500666,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1111_ep50000.pt,cond1,1111,9001,greedy,none,none,none,none,agent_0,p_msg1_given_fhat,2.5<=fhat<3.5,,6306,0.190453536314621,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1111_ep50000.pt,cond1,1111,9001,greedy,none,none,none,none,agent_0,p_msg1_given_fhat,3.5<=fhat<4.5,,4259,0.3371683493777882,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1111_ep50000.pt,cond1,1111,9001,greedy,none,none,none,none,agent_0,p_msg1_given_fhat,fhat<1.5,,8295,0.7261000602772755,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1111_ep50000.pt,cond1,1111,9001,greedy,none,none,none,none,agent_0,p_msg1_given_fhat,fhat>=4.5,,5132,0.9947388932190179,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1111_ep50000.pt,cond1,1111,9001,greedy,none,none,none,none,agent_1,p_msg1_given_fhat,1.5<=fhat<2.5,,6070,0.6031301482701812,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1111_ep50000.pt,cond1,1111,9001,greedy,none,none,none,none,agent_1,p_msg1_given_fhat,2.5<=fhat<3.5,,6329,0.4909148364670564,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1111_ep50000.pt,cond1,1111,9001,greedy,none,none,none,none,agent_1,p_msg1_given_fhat,3.5<=fhat<4.5,,4303,0.17081106204973273,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1111_ep50000.pt,cond1,1111,9001,greedy,none,none,none,none,agent_1,p_msg1_given_fhat,fhat<1.5,,8194,0.654625335611423,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1111_ep50000.pt,cond1,1111,9001,greedy,none,none,none,none,agent_1,p_msg1_given_fhat,fhat>=4.5,,5104,0.4032131661442006,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1111_ep50000.pt,cond1,1111,9001,greedy,none,none,none,none,agent_2,p_msg1_given_fhat,1.5<=fhat<2.5,,6037,0.5373529898956435,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1111_ep50000.pt,cond1,1111,9001,greedy,none,none,none,none,agent_2,p_msg1_given_fhat,2.5<=fhat<3.5,,6353,0.7623170155831891,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1111_ep50000.pt,cond1,1111,9001,greedy,none,none,none,none,agent_2,p_msg1_given_fhat,3.5<=fhat<4.5,,4191,0.10904318778334526,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1111_ep50000.pt,cond1,1111,9001,greedy,none,none,none,none,agent_2,p_msg1_given_fhat,fhat<1.5,,8255,0.7149606299212599,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1111_ep50000.pt,cond1,1111,9001,greedy,none,none,none,none,agent_2,p_msg1_given_fhat,fhat>=4.5,,5164,0.0,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1111_ep50000.pt,cond1,1111,9001,greedy,none,none,none,none,agent_3,p_msg1_given_fhat,1.5<=fhat<2.5,,6013,0.7473806752037253,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1111_ep50000.pt,cond1,1111,9001,greedy,none,none,none,none,agent_3,p_msg1_given_fhat,2.5<=fhat<3.5,,6316,0.8814122862571248,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1111_ep50000.pt,cond1,1111,9001,greedy,none,none,none,none,agent_3,p_msg1_given_fhat,3.5<=fhat<4.5,,4308,0.797121634168988,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1111_ep50000.pt,cond1,1111,9001,greedy,none,none,none,none,agent_3,p_msg1_given_fhat,fhat<1.5,,8261,0.5374651979179276,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1111_ep50000.pt,cond1,1111,9001,greedy,none,none,none,none,agent_3,p_msg1_given_fhat,fhat>=4.5,,5102,0.8232065856526852,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1111_ep50000.pt,cond1,1111,9001,greedy,none,none,none,none,agent_0,p_msg1_given_action,,0,16128,0.6842757936507936,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1111_ep50000.pt,cond1,1111,9001,greedy,none,none,none,none,agent_0,p_msg1_given_action,,1,13872,0.3685121107266436,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1111_ep50000.pt,cond1,1111,9001,greedy,none,none,none,none,agent_1,p_msg1_given_action,,0,19072,0.5766044463087249,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1111_ep50000.pt,cond1,1111,9001,greedy,none,none,none,none,agent_1,p_msg1_given_action,,1,10928,0.3594436310395315,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1111_ep50000.pt,cond1,1111,9001,greedy,none,none,none,none,agent_2,p_msg1_given_action,,0,17647,0.6364254547515158,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1111_ep50000.pt,cond1,1111,9001,greedy,none,none,none,none,agent_2,p_msg1_given_action,,1,12353,0.2602606654254027,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1111_ep50000.pt,cond1,1111,9001,greedy,none,none,none,none,agent_3,p_msg1_given_action,,0,23203,0.6969357410679653,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1111_ep50000.pt,cond1,1111,9001,greedy,none,none,none,none,agent_3,p_msg1_given_action,,1,6797,0.8774459320288363,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1212_ep50000.pt,cond1,1212,9001,greedy,none,none,none,none,agent_0,p_msg1_given_fhat,1.5<=fhat<2.5,,6008,0.10652463382157124,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1212_ep50000.pt,cond1,1212,9001,greedy,none,none,none,none,agent_0,p_msg1_given_fhat,2.5<=fhat<3.5,,6306,0.4486203615604186,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1212_ep50000.pt,cond1,1212,9001,greedy,none,none,none,none,agent_0,p_msg1_given_fhat,3.5<=fhat<4.5,,4259,0.910307583939892,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1212_ep50000.pt,cond1,1212,9001,greedy,none,none,none,none,agent_0,p_msg1_given_fhat,fhat<1.5,,8295,0.3980711271850512,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1212_ep50000.pt,cond1,1212,9001,greedy,none,none,none,none,agent_0,p_msg1_given_fhat,fhat>=4.5,,5132,1.0,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1212_ep50000.pt,cond1,1212,9001,greedy,none,none,none,none,agent_1,p_msg1_given_fhat,1.5<=fhat<2.5,,6070,0.05304777594728172,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1212_ep50000.pt,cond1,1212,9001,greedy,none,none,none,none,agent_1,p_msg1_given_fhat,2.5<=fhat<3.5,,6329,0.2765049770895876,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1212_ep50000.pt,cond1,1212,9001,greedy,none,none,none,none,agent_1,p_msg1_given_fhat,3.5<=fhat<4.5,,4303,0.3797350685568208,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1212_ep50000.pt,cond1,1212,9001,greedy,none,none,none,none,agent_1,p_msg1_given_fhat,fhat<1.5,,8194,0.2908225530876251,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1212_ep50000.pt,cond1,1212,9001,greedy,none,none,none,none,agent_1,p_msg1_given_fhat,fhat>=4.5,,5104,0.0789576802507837,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1212_ep50000.pt,cond1,1212,9001,greedy,none,none,none,none,agent_2,p_msg1_given_fhat,1.5<=fhat<2.5,,6037,0.4180884545303959,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1212_ep50000.pt,cond1,1212,9001,greedy,none,none,none,none,agent_2,p_msg1_given_fhat,2.5<=fhat<3.5,,6353,0.027546041240358886,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1212_ep50000.pt,cond1,1212,9001,greedy,none,none,none,none,agent_2,p_msg1_given_fhat,3.5<=fhat<4.5,,4191,0.16010498687664043,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1212_ep50000.pt,cond1,1212,9001,greedy,none,none,none,none,agent_2,p_msg1_given_fhat,fhat<1.5,,8255,0.2204724409448819,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1212_ep50000.pt,cond1,1212,9001,greedy,none,none,none,none,agent_2,p_msg1_given_fhat,fhat>=4.5,,5164,0.7170797831138652,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1212_ep50000.pt,cond1,1212,9001,greedy,none,none,none,none,agent_3,p_msg1_given_fhat,1.5<=fhat<2.5,,6013,0.15715948777648428,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1212_ep50000.pt,cond1,1212,9001,greedy,none,none,none,none,agent_3,p_msg1_given_fhat,2.5<=fhat<3.5,,6316,0.9171944268524382,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1212_ep50000.pt,cond1,1212,9001,greedy,none,none,none,none,agent_3,p_msg1_given_fhat,3.5<=fhat<4.5,,4308,0.4979108635097493,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1212_ep50000.pt,cond1,1212,9001,greedy,none,none,none,none,agent_3,p_msg1_given_fhat,fhat<1.5,,8261,0.004478876649316063,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1212_ep50000.pt,cond1,1212,9001,greedy,none,none,none,none,agent_3,p_msg1_given_fhat,fhat>=4.5,,5102,0.13328106624852998,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1212_ep50000.pt,cond1,1212,9001,greedy,none,none,none,none,agent_0,p_msg1_given_action,,0,24771,0.49178474829437646,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1212_ep50000.pt,cond1,1212,9001,greedy,none,none,none,none,agent_0,p_msg1_given_action,,1,5229,0.6880856760374833,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1212_ep50000.pt,cond1,1212,9001,greedy,none,none,none,none,agent_1,p_msg1_given_action,,0,23393,0.2649938015645706,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1212_ep50000.pt,cond1,1212,9001,greedy,none,none,none,none,agent_1,p_msg1_given_action,,1,6607,0.04434690479794158,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1212_ep50000.pt,cond1,1212,9001,greedy,none,none,none,none,agent_2,p_msg1_given_action,,0,18950,0.28369393139841687,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1212_ep50000.pt,cond1,1212,9001,greedy,none,none,none,none,agent_2,p_msg1_given_action,,1,11050,0.31828054298642533,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1212_ep50000.pt,cond1,1212,9001,greedy,none,none,none,none,agent_3,p_msg1_given_action,,0,24652,0.3186354048353075,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1212_ep50000.pt,cond1,1212,9001,greedy,none,none,none,none,agent_3,p_msg1_given_action,,1,5348,0.3262902019446522,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1313_ep50000.pt,cond1,1313,9001,greedy,none,none,none,none,agent_0,p_msg1_given_fhat,1.5<=fhat<2.5,,6008,0.9184420772303595,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1313_ep50000.pt,cond1,1313,9001,greedy,none,none,none,none,agent_0,p_msg1_given_fhat,2.5<=fhat<3.5,,6306,0.9988899460830954,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1313_ep50000.pt,cond1,1313,9001,greedy,none,none,none,none,agent_0,p_msg1_given_fhat,3.5<=fhat<4.5,,4259,0.7814040854660719,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1313_ep50000.pt,cond1,1313,9001,greedy,none,none,none,none,agent_0,p_msg1_given_fhat,fhat<1.5,,8295,0.05690174804098855,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1313_ep50000.pt,cond1,1313,9001,greedy,none,none,none,none,agent_0,p_msg1_given_fhat,fhat>=4.5,,5132,0.0013639906469212783,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1313_ep50000.pt,cond1,1313,9001,greedy,none,none,none,none,agent_1,p_msg1_given_fhat,1.5<=fhat<2.5,,6070,0.20593080724876442,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1313_ep50000.pt,cond1,1313,9001,greedy,none,none,none,none,agent_1,p_msg1_given_fhat,2.5<=fhat<3.5,,6329,0.048348870279665036,50000,comm,private,
<SOURCE_VECSTRAIGHT_REPO>/remote-results/phase3_vecstraight_clean_msgsource_learned_15seeds_remote_20260410/train/cond1_seed1313_ep50000.pt,cond1,1313,9001,greedy,none,none,none,none,agent_1,p_msg1_given_fhat,3.5<=fhat<4.5,,4303,0.32907273994887287,50000,comm,private,
